filename,category,score,path
19147494.pdf,SALES,18.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\19147494.pdf
11958994.pdf,DESIGNER,18.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\11958994.pdf
22423839.pdf,BUSINESS-DEVELOPMENT,18.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\22423839.pdf
22047665.pdf,SALES,18.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\22047665.pdf
58048626.pdf,AVIATION,18.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\58048626.pdf
20850529.pdf,BANKING,18.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\20850529.pdf
31362807.pdf,APPAREL,18.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\31362807.pdf
18509268.pdf,APPAREL,18.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\18509268.pdf
18208580.pdf,BANKING,18.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\18208580.pdf
17602815.pdf,BUSINESS-DEVELOPMENT,18.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\17602815.pdf
95085510.pdf,FITNESS,18.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\95085510.pdf
14536764.pdf,PUBLIC-RELATIONS,18.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\14536764.pdf
21478007.pdf,PUBLIC-RELATIONS,18.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\21478007.pdf
88651471.pdf,PUBLIC-RELATIONS,18.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\88651471.pdf
23522150.pdf,AUTOMOBILE,18.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\23522150.pdf
17008356.pdf,AVIATION,18.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\17008356.pdf
26586477.pdf,APPAREL,18.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\26586477.pdf
13764840.pdf,APPAREL,18.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\13764840.pdf
26780935.pdf,HR,18.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\26780935.pdf
28975482.pdf,PUBLIC-RELATIONS,18.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\28975482.pdf
78357954.pdf,AUTOMOBILE,18.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\78357954.pdf
37750854.pdf,APPAREL,18.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\37750854.pdf
72807293.pdf,APPAREL,18.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\72807293.pdf
75156649.pdf,FITNESS,17.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\75156649.pdf
33236701.pdf,SALES,17.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\33236701.pdf
10818478.pdf,ADVOCATE,17.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\10818478.pdf
12230301.pdf,BUSINESS-DEVELOPMENT,17.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\12230301.pdf
24763208.pdf,ADVOCATE,17.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\24763208.pdf
12696104.pdf,SALES,17.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\12696104.pdf
19582792.pdf,SALES,17.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\19582792.pdf
54308684.pdf,APPAREL,17.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\54308684.pdf
29306433.pdf,FITNESS,17.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\29306433.pdf
41586420.pdf,APPAREL,17.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\41586420.pdf
34146825.pdf,ARTS,17.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\34146825.pdf
30938994.pdf,BUSINESS-DEVELOPMENT,17.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\30938994.pdf
34046031.pdf,BUSINESS-DEVELOPMENT,17.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\34046031.pdf
18278509.pdf,BANKING,17.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\18278509.pdf
17132168.pdf,DIGITAL-MEDIA,17.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\17132168.pdf
27397245.pdf,FITNESS,17.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\27397245.pdf
75297735.pdf,HEALTHCARE,17.59,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\75297735.pdf
29399491.pdf,SALES,17.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\29399491.pdf
35164503.pdf,FITNESS,17.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\35164503.pdf
14708590.pdf,ADVOCATE,17.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\14708590.pdf
17781039.pdf,SALES,17.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\17781039.pdf
22391901.pdf,ADVOCATE,17.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\22391901.pdf
11333001.pdf,AVIATION,17.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\11333001.pdf
15765660.pdf,SALES,17.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\15765660.pdf
27796199.pdf,BUSINESS-DEVELOPMENT,17.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\27796199.pdf
36302399.pdf,BANKING,17.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\36302399.pdf
24412546.pdf,BUSINESS-DEVELOPMENT,17.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\24412546.pdf
27497542.pdf,DESIGNER,17.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\27497542.pdf
17509935.pdf,SALES,17.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\17509935.pdf
24679149.pdf,DIGITAL-MEDIA,17.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\24679149.pdf
20819838.pdf,SALES,17.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\20819838.pdf
13173522.pdf,BANKING,17.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\13173522.pdf
13888506.pdf,BUSINESS-DEVELOPMENT,17.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\13888506.pdf
10603337.pdf,SALES,17.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\10603337.pdf
25482567.pdf,FITNESS,17.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\25482567.pdf
26459032.pdf,FITNESS,16.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\26459032.pdf
13264796.pdf,ENGINEERING,16.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\13264796.pdf
19714635.pdf,APPAREL,16.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\19714635.pdf
11232471.pdf,APPAREL,16.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\11232471.pdf
43685045.pdf,ACCOUNTANT,16.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\43685045.pdf
24588864.pdf,ADVOCATE,16.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\24588864.pdf
26167298.pdf,CONSULTANT,16.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\26167298.pdf
23568641.pdf,BUSINESS-DEVELOPMENT,16.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\23568641.pdf
10568350.pdf,FITNESS,16.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\10568350.pdf
11160414.pdf,PUBLIC-RELATIONS,16.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\11160414.pdf
16985289.pdf,APPAREL,16.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\16985289.pdf
37521676.pdf,BUSINESS-DEVELOPMENT,16.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\37521676.pdf
87118391.pdf,SALES,16.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\87118391.pdf
29208172.pdf,BUSINESS-DEVELOPMENT,16.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\29208172.pdf
29332616.pdf,SALES,16.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\29332616.pdf
24533931.pdf,APPAREL,16.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\24533931.pdf
21807211.pdf,APPAREL,16.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\21807211.pdf
10182582.pdf,APPAREL,16.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\10182582.pdf
13393401.pdf,BANKING,16.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\13393401.pdf
32069695.pdf,AUTOMOBILE,16.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\32069695.pdf
28396458.pdf,FINANCE,16.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\28396458.pdf
27903191.pdf,FITNESS,16.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\27903191.pdf
24905947.pdf,FITNESS,16.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\24905947.pdf
14055971.pdf,BUSINESS-DEVELOPMENT,16.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\14055971.pdf
27233183.pdf,SALES,16.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\27233183.pdf
23011221.pdf,FITNESS,16.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\23011221.pdf
54259150.pdf,FITNESS,16.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\54259150.pdf
11432686.pdf,CHEF,16.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\11432686.pdf
34783330.pdf,BANKING,16.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\34783330.pdf
14861855.pdf,BUSINESS-DEVELOPMENT,16.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\14861855.pdf
28419173.pdf,HR,16.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\28419173.pdf
34875813.pdf,CONSULTANT,16.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\34875813.pdf
96493528.pdf,BANKING,16.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\96493528.pdf
39581020.pdf,SALES,16.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\39581020.pdf
29211919.pdf,SALES,16.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\29211919.pdf
21595057.pdf,SALES,16.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\21595057.pdf
15119529.pdf,CONSULTANT,16.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\15119529.pdf
13215696.pdf,CONSULTANT,16.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\13215696.pdf
23190306.pdf,APPAREL,15.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\23190306.pdf
15856762.pdf,BANKING,15.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\15856762.pdf
31813535.pdf,BUSINESS-DEVELOPMENT,15.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\31813535.pdf
46514339.pdf,APPAREL,15.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\46514339.pdf
90629382.pdf,BUSINESS-DEVELOPMENT,15.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\90629382.pdf
30999638.pdf,DIGITAL-MEDIA,15.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\30999638.pdf
20628003.pdf,DIGITAL-MEDIA,15.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\20628003.pdf
29297393.pdf,CONSULTANT,15.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\29297393.pdf
18757174.pdf,BUSINESS-DEVELOPMENT,15.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\18757174.pdf
70528646.pdf,SALES,15.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\70528646.pdf
36621169.pdf,SALES,15.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\36621169.pdf
12791244.pdf,FITNESS,15.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\12791244.pdf
56025640.pdf,APPAREL,15.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\56025640.pdf
17095812.pdf,BUSINESS-DEVELOPMENT,15.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\17095812.pdf
12237267.pdf,PUBLIC-RELATIONS,15.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\12237267.pdf
35564026.pdf,BANKING,15.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\35564026.pdf
22323967.pdf,HR,15.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\22323967.pdf
13411858.pdf,CHEF,15.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\13411858.pdf
10235211.pdf,BUSINESS-DEVELOPMENT,15.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\10235211.pdf
18645964.pdf,BANKING,15.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\18645964.pdf
36574147.pdf,BUSINESS-DEVELOPMENT,15.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\36574147.pdf
39082090.pdf,HEALTHCARE,15.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\39082090.pdf
27080812.pdf,DIGITAL-MEDIA,15.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\27080812.pdf
38007664.pdf,BUSINESS-DEVELOPMENT,15.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\38007664.pdf
31454430.pdf,SALES,15.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\31454430.pdf
12377803.pdf,BUSINESS-DEVELOPMENT,15.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\12377803.pdf
77626587.pdf,AVIATION,15.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\77626587.pdf
90682785.pdf,SALES,15.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\90682785.pdf
27213082.pdf,BUSINESS-DEVELOPMENT,15.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\27213082.pdf
26919036.pdf,CONSULTANT,15.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\26919036.pdf
29573698.pdf,FITNESS,15.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\29573698.pdf
33665485.pdf,APPAREL,15.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\33665485.pdf
30337969.pdf,CHEF,15.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\30337969.pdf
23917826.pdf,ARTS,15.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\23917826.pdf
30397268.pdf,CONSTRUCTION,15.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\30397268.pdf
28326441.pdf,DESIGNER,15.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\28326441.pdf
21645690.pdf,BANKING,15.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\21645690.pdf
98379112.pdf,BUSINESS-DEVELOPMENT,15.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\98379112.pdf
27298953.pdf,CHEF,15.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\27298953.pdf
29865476.pdf,DESIGNER,15.1,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\29865476.pdf
13520837.pdf,HR,15.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\13520837.pdf
25213006.pdf,CONSULTANT,15.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\25213006.pdf
15535408.pdf,APPAREL,15.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\15535408.pdf
93002334.pdf,HR,15.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\93002334.pdf
86595128.pdf,FINANCE,15.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\86595128.pdf
19156751.pdf,SALES,15.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\19156751.pdf
14508237.pdf,AUTOMOBILE,15.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\14508237.pdf
69097572.pdf,BPO,14.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\69097572.pdf
26530696.pdf,SALES,14.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\26530696.pdf
42304307.pdf,SALES,14.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\42304307.pdf
20324037.pdf,ADVOCATE,14.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\20324037.pdf
27884470.pdf,BANKING,14.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\27884470.pdf
80527194.pdf,CONSULTANT,14.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\80527194.pdf
17189156.pdf,BANKING,14.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\17189156.pdf
32954522.pdf,DESIGNER,14.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\32954522.pdf
16244633.pdf,ARTS,14.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\16244633.pdf
13199813.pdf,BUSINESS-DEVELOPMENT,14.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\13199813.pdf
29926588.pdf,ADVOCATE,14.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\29926588.pdf
10466208.pdf,HEALTHCARE,14.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\10466208.pdf
18885231.pdf,SALES,14.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\18885231.pdf
14381464.pdf,SALES,14.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\14381464.pdf
18198627.pdf,DESIGNER,14.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\18198627.pdf
20705888.pdf,FINANCE,14.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\20705888.pdf
44185767.pdf,DESIGNER,14.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\44185767.pdf
98513424.pdf,FINANCE,14.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\98513424.pdf
14209965.pdf,DIGITAL-MEDIA,14.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\14209965.pdf
34033933.pdf,TEACHER,14.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\34033933.pdf
14698557.pdf,APPAREL,14.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\14698557.pdf
57262959.pdf,CHEF,14.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\57262959.pdf
18227306.pdf,CONSULTANT,14.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\18227306.pdf
25413261.pdf,PUBLIC-RELATIONS,14.59,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\25413261.pdf
24673903.pdf,CHEF,14.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\24673903.pdf
36805025.pdf,BUSINESS-DEVELOPMENT,14.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\36805025.pdf
87867370.pdf,BANKING,14.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\87867370.pdf
19147947.pdf,SALES,14.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\19147947.pdf
23032182.pdf,SALES,14.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\23032182.pdf
91697974.pdf,INFORMATION-TECHNOLOGY,14.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\91697974.pdf
51349448.pdf,SALES,14.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\51349448.pdf
34250007.pdf,FINANCE,14.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\34250007.pdf
77576845.pdf,BUSINESS-DEVELOPMENT,14.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\77576845.pdf
11637468.pdf,BANKING,14.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\11637468.pdf
95429627.pdf,CONSULTANT,14.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\95429627.pdf
25142074.pdf,APPAREL,14.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\25142074.pdf
24610685.pdf,SALES,14.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\24610685.pdf
25838512.pdf,FITNESS,14.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\25838512.pdf
29134721.pdf,SALES,14.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\29134721.pdf
20565486.pdf,FITNESS,14.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\20565486.pdf
15573418.pdf,BPO,14.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\15573418.pdf
10515955.pdf,DIGITAL-MEDIA,14.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\10515955.pdf
71576860.pdf,CONSTRUCTION,14.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\71576860.pdf
38642923.pdf,FITNESS,14.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\38642923.pdf
20880935.pdf,FINANCE,14.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\20880935.pdf
11877150.pdf,FINANCE,14.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\11877150.pdf
41344156.pdf,INFORMATION-TECHNOLOGY,14.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\41344156.pdf
89197180.pdf,BUSINESS-DEVELOPMENT,14.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\89197180.pdf
27607632.pdf,SALES,14.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\27607632.pdf
24251588.pdf,FITNESS,14.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\24251588.pdf
14790629.pdf,AVIATION,14.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\14790629.pdf
21853199.pdf,ACCOUNTANT,14.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\21853199.pdf
35302620.pdf,FITNESS,14.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\35302620.pdf
