filename,category,score,path
28531493.pdf,PUBLIC-RELATIONS,7.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\28531493.pdf
91189201.pdf,CONSULTANT,7.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\91189201.pdf
38165833.pdf,CONSULTANT,7.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\38165833.pdf
27529455.pdf,DESIGNER,7.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\27529455.pdf
11415967.pdf,CONSULTANT,7.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\11415967.pdf
28290448.pdf,PUBLIC-RELATIONS,7.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\28290448.pdf
29772450.pdf,CHEF,7.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\29772450.pdf
22605864.pdf,ENGINEERING,7.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\22605864.pdf
10889157.pdf,CHEF,7.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\10889157.pdf
14496667.pdf,ACCOUNTANT,7.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\14496667.pdf
98965485.pdf,BANKING,7.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\98965485.pdf
19234823.pdf,ADVOCATE,7.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\19234823.pdf
24589765.pdf,AVIATION,7.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\24589765.pdf
42487883.pdf,ACCOUNTANT,7.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\42487883.pdf
36019469.pdf,ARTS,7.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\36019469.pdf
34327438.pdf,ADVOCATE,7.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\34327438.pdf
19124258.pdf,ENGINEERING,7.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\19124258.pdf
16899268.pdf,INFORMATION-TECHNOLOGY,7.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\16899268.pdf
49685006.pdf,CONSTRUCTION,7.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\49685006.pdf
27243670.pdf,CONSTRUCTION,7.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\27243670.pdf
12860543.pdf,APPAREL,7.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\12860543.pdf
54180474.pdf,ARTS,7.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\54180474.pdf
22776912.pdf,INFORMATION-TECHNOLOGY,7.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\22776912.pdf
16893572.pdf,DIGITAL-MEDIA,7.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\16893572.pdf
32605413.pdf,CHEF,7.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\32605413.pdf
61319162.pdf,PUBLIC-RELATIONS,7.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\61319162.pdf
26834746.pdf,ENGINEERING,7.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\26834746.pdf
29177904.pdf,ADVOCATE,7.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\29177904.pdf
15053703.pdf,AGRICULTURE,7.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\15053703.pdf
37560528.pdf,ADVOCATE,7.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\37560528.pdf
34758680.pdf,BANKING,7.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\34758680.pdf
18106533.pdf,ARTS,7.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\18106533.pdf
13807808.pdf,APPAREL,7.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\13807808.pdf
34962725.pdf,HEALTHCARE,7.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\34962725.pdf
70196518.pdf,DIGITAL-MEDIA,7.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\70196518.pdf
49997097.pdf,ACCOUNTANT,7.1,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\49997097.pdf
39805617.pdf,FITNESS,7.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\39805617.pdf
3547447.pdf,BANKING,7.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\3547447.pdf
29990140.pdf,CHEF,7.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\29990140.pdf
23666211.pdf,INFORMATION-TECHNOLOGY,7.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\23666211.pdf
11759079.pdf,ACCOUNTANT,7.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\11759079.pdf
49475708.pdf,ADVOCATE,7.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\49475708.pdf
25873425.pdf,ADVOCATE,7.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\25873425.pdf
31016926.pdf,CONSULTANT,7.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\31016926.pdf
51508889.pdf,AUTOMOBILE,7.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\51508889.pdf
17655479.pdf,AVIATION,7.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\17655479.pdf
28642819.pdf,TEACHER,7.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\28642819.pdf
16533554.pdf,INFORMATION-TECHNOLOGY,7.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\16533554.pdf
28109594.pdf,DIGITAL-MEDIA,7.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\28109594.pdf
15479281.pdf,APPAREL,7.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\15479281.pdf
23510685.pdf,HR,7.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\23510685.pdf
29297973.pdf,HR,7.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\29297973.pdf
81042872.pdf,AGRICULTURE,7.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\81042872.pdf
19867922.pdf,HR,7.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\19867922.pdf
15791766.pdf,INFORMATION-TECHNOLOGY,6.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\15791766.pdf
11650031.pdf,CONSTRUCTION,6.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\11650031.pdf
36905896.pdf,BANKING,6.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\36905896.pdf
82649935.pdf,ACCOUNTANT,6.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\82649935.pdf
15484097.pdf,DIGITAL-MEDIA,6.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\15484097.pdf
30542184.pdf,ENGINEERING,6.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\30542184.pdf
27164756.pdf,ARTS,6.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\27164756.pdf
38535335.pdf,ENGINEERING,6.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\38535335.pdf
10839851.pdf,INFORMATION-TECHNOLOGY,6.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\10839851.pdf
39674782.pdf,CONSTRUCTION,6.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\39674782.pdf
32965335.pdf,ADVOCATE,6.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\32965335.pdf
48533663.pdf,CONSULTANT,6.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\48533663.pdf
28247753.pdf,AGRICULTURE,6.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\28247753.pdf
19553067.pdf,ENGINEERING,6.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\19553067.pdf
11957080.pdf,INFORMATION-TECHNOLOGY,6.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\11957080.pdf
27606527.pdf,BANKING,6.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\27606527.pdf
39115899.pdf,ACCOUNTANT,6.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\39115899.pdf
37370455.pdf,ACCOUNTANT,6.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\37370455.pdf
11020140.pdf,CONSULTANT,6.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\11020140.pdf
15041689.pdf,HR,6.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\15041689.pdf
38860712.pdf,ADVOCATE,6.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\38860712.pdf
39970711.pdf,HR,6.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\39970711.pdf
15118506.pdf,INFORMATION-TECHNOLOGY,6.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\15118506.pdf
17166018.pdf,FITNESS,6.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\17166018.pdf
16536141.pdf,DIGITAL-MEDIA,6.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\16536141.pdf
31929166.pdf,DIGITAL-MEDIA,6.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\31929166.pdf
17624934.pdf,HEALTHCARE,6.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\17624934.pdf
25694422.pdf,CONSULTANT,6.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\25694422.pdf
11813872.pdf,AGRICULTURE,6.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\11813872.pdf
13212436.pdf,CHEF,6.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\13212436.pdf
18176523.pdf,INFORMATION-TECHNOLOGY,6.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\18176523.pdf
10830646.pdf,ARTS,6.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\10830646.pdf
20138606.pdf,ADVOCATE,6.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\20138606.pdf
18856440.pdf,CONSULTANT,6.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\18856440.pdf
28640735.pdf,HR,6.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\28640735.pdf
21705160.pdf,DESIGNER,6.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\21705160.pdf
17286050.pdf,FITNESS,6.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\17286050.pdf
31694970.pdf,ENGINEERING,6.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\31694970.pdf
28951817.pdf,CONSULTANT,6.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\28951817.pdf
27789372.pdf,FINANCE,6.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\27789372.pdf
17926546.pdf,ENGINEERING,6.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\17926546.pdf
23631188.pdf,AGRICULTURE,6.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\23631188.pdf
29329075.pdf,PUBLIC-RELATIONS,6.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\29329075.pdf
28828844.pdf,HR,6.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\28828844.pdf
38056161.pdf,PUBLIC-RELATIONS,6.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\38056161.pdf
37472265.pdf,ARTS,6.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\37472265.pdf
29093426.pdf,BANKING,6.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\29093426.pdf
74191424.pdf,ADVOCATE,6.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\74191424.pdf
28243590.pdf,CONSULTANT,6.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\28243590.pdf
12748557.pdf,ENGINEERING,6.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\12748557.pdf
24444525.pdf,FITNESS,6.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\24444525.pdf
90685127.pdf,DIGITAL-MEDIA,6.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\90685127.pdf
31169070.pdf,CONSULTANT,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\31169070.pdf
19938081.pdf,FITNESS,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\19938081.pdf
12938200.pdf,HEALTHCARE,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\12938200.pdf
13575312.pdf,HEALTHCARE,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\13575312.pdf
27831220.pdf,CHEF,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\27831220.pdf
65864767.pdf,BANKING,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\65864767.pdf
18752129.pdf,INFORMATION-TECHNOLOGY,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\18752129.pdf
69487178.pdf,FINANCE,6.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\69487178.pdf
67406885.pdf,CONSULTANT,6.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\67406885.pdf
31552617.pdf,TEACHER,6.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\31552617.pdf
54934269.pdf,HEALTHCARE,6.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\54934269.pdf
99124477.pdf,BANKING,6.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\99124477.pdf
34419403.pdf,AVIATION,6.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\34419403.pdf
27798860.pdf,TEACHER,6.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\27798860.pdf
13837784.pdf,DIGITAL-MEDIA,6.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\13837784.pdf
13418452.pdf,APPAREL,6.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\13418452.pdf
24580361.pdf,BANKING,6.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\24580361.pdf
65352424.pdf,ARTS,6.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\65352424.pdf
21847415.pdf,ENGINEERING,6.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\21847415.pdf
50775901.pdf,AVIATION,6.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\50775901.pdf
88859947.pdf,CONSTRUCTION,6.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\88859947.pdf
10969918.pdf,FITNESS,6.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\10969918.pdf
21366189.pdf,CONSULTANT,6.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\21366189.pdf
17021141.pdf,ADVOCATE,6.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\17021141.pdf
15297298.pdf,INFORMATION-TECHNOLOGY,6.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\15297298.pdf
37764298.pdf,INFORMATION-TECHNOLOGY,6.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\37764298.pdf
91930382.pdf,HR,6.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\91930382.pdf
28471099.pdf,ARTS,6.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\28471099.pdf
19616406.pdf,HR,6.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\19616406.pdf
17163375.pdf,FITNESS,6.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\17163375.pdf
19918523.pdf,TEACHER,6.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\19918523.pdf
16356151.pdf,HEALTHCARE,6.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\16356151.pdf
12420359.pdf,CHEF,6.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\12420359.pdf
12472574.pdf,ENGINEERING,6.61,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\12472574.pdf
11169163.pdf,AVIATION,6.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\11169163.pdf
39569771.pdf,BANKING,6.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\39569771.pdf
17555081.pdf,DESIGNER,6.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\17555081.pdf
25676643.pdf,HR,6.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\25676643.pdf
33286293.pdf,BANKING,6.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\33286293.pdf
32081266.pdf,ENGINEERING,6.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\32081266.pdf
28815362.pdf,CONSTRUCTION,6.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\28815362.pdf
19161572.pdf,CONSULTANT,6.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\19161572.pdf
12442909.pdf,ACCOUNTANT,6.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\12442909.pdf
25070914.pdf,PUBLIC-RELATIONS,6.56,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\25070914.pdf
10588874.pdf,CHEF,6.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\10588874.pdf
13129275.pdf,PUBLIC-RELATIONS,6.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\13129275.pdf
39027764.pdf,CONSTRUCTION,6.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\39027764.pdf
25080805.pdf,BANKING,6.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\25080805.pdf
71422121.pdf,BANKING,6.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\71422121.pdf
22019500.pdf,CONSTRUCTION,6.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\22019500.pdf
14761906.pdf,DIGITAL-MEDIA,6.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\14761906.pdf
78114950.pdf,CONSTRUCTION,6.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\78114950.pdf
30223363.pdf,INFORMATION-TECHNOLOGY,6.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\30223363.pdf
51638201.pdf,CONSTRUCTION,6.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\51638201.pdf
21868149.pdf,AGRICULTURE,6.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\21868149.pdf
22567495.pdf,DESIGNER,6.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\22567495.pdf
18569929.pdf,ACCOUNTANT,6.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\18569929.pdf
18422164.pdf,HR,6.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\18422164.pdf
20925036.pdf,HR,6.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\20925036.pdf
24416961.pdf,AGRICULTURE,6.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\24416961.pdf
53640713.pdf,ACCOUNTANT,6.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\53640713.pdf
23617240.pdf,HEALTHCARE,6.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\23617240.pdf
20969845.pdf,FINANCE,6.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\20969845.pdf
25729119.pdf,TEACHER,6.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\25729119.pdf
16911115.pdf,ENGINEERING,6.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\16911115.pdf
14126433.pdf,ACCOUNTANT,6.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\14126433.pdf
26065877.pdf,ACCOUNTANT,6.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\26065877.pdf
33919379.pdf,CONSULTANT,6.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\33919379.pdf
36434348.pdf,INFORMATION-TECHNOLOGY,6.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\36434348.pdf
95519832.pdf,FINANCE,6.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\95519832.pdf
20691949.pdf,CHEF,6.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\20691949.pdf
52246737.pdf,INFORMATION-TECHNOLOGY,6.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\52246737.pdf
14009087.pdf,PUBLIC-RELATIONS,6.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\14009087.pdf
29998869.pdf,FINANCE,6.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\29998869.pdf
19911786.pdf,BANKING,6.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\19911786.pdf
39237915.pdf,BUSINESS-DEVELOPMENT,6.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\39237915.pdf
29784524.pdf,CHEF,6.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\29784524.pdf
22894544.pdf,CONSTRUCTION,6.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\22894544.pdf
20275356.pdf,FINANCE,6.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\20275356.pdf
93828034.pdf,PUBLIC-RELATIONS,6.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\93828034.pdf
14491649.pdf,ACCOUNTANT,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\14491649.pdf
24677466.pdf,PUBLIC-RELATIONS,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\24677466.pdf
17911230.pdf,ADVOCATE,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\17911230.pdf
23814777.pdf,HEALTHCARE,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\23814777.pdf
36868767.pdf,HEALTHCARE,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\36868767.pdf
20393721.pdf,ACCOUNTANT,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\20393721.pdf
66906212.pdf,TEACHER,6.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\66906212.pdf
23573064.pdf,FINANCE,6.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\23573064.pdf
25919149.pdf,ENGINEERING,6.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\25919149.pdf
35971546.pdf,CONSTRUCTION,6.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\35971546.pdf
